"2023-05-21 19:45:59",28.48,"mph","media/images/speed-20230520-2319/speed-28-20230521-1945592.jpg",81,30,22,17,374,"L2R",",1733 Parsonage Rd,"
"2023-05-21 19:47:46",28.50,"mph","media/images/speed-20230520-2319/speed-28-20230521-1947464.jpg",80,25,18,21,378,"L2R",",1733 Parsonage Rd,"
"2023-05-21 19:50:51",28.44,"mph","media/images/speed-20230520-2319/speed-28-20230521-1950510.jpg",37,30,28,20,560,"R2L",",1733 Parsonage Rd,"
"2023-05-21 20:00:29",23.74,"mph","media/images/speed-20230520-2319/speed-24-20230521-2000299.jpg",48,25,25,25,625,"L2R",",1733 Parsonage Rd,"
"2023-05-21 20:07:42",27.00,"mph","media/images/speed-20230520-2319/speed-27-20230521-2007427.jpg",49,26,31,22,682,"R2L",",1733 Parsonage Rd,"
"2023-05-21 20:17:48",26.43,"mph","media/images/speed-20230520-2319/speed-26-20230521-2017488.jpg",41,30,62,18,1116,"R2L",",1733 Parsonage Rd,"
"2023-05-21 20:19:55",33.67,"mph","media/images/speed-20230520-2319/speed-34-20230521-2019551.jpg",92,27,24,18,432,"L2R",",1733 Parsonage Rd,"
"2023-05-21 20:20:56",31.85,"mph","media/images/speed-20230520-2319/speed-32-20230521-2020569.jpg",38,30,32,20,640,"R2L",",1733 Parsonage Rd,"
"2023-05-21 20:24:08",38.54,"mph","media/images/speed-20230520-2319/speed-39-20230521-2024089.jpg",59,27,26,22,572,"L2R",",1733 Parsonage Rd,"
"2023-05-21 20:34:10",35.00,"mph","media/images/speed-20230520-2319/speed-35-20230521-2034104.jpg",24,31,27,19,513,"R2L",",1733 Parsonage Rd,"
"2023-05-21 21:03:18",20.44,"mph","media/images/speed-20230520-2319/speed-20-20230521-2103181.jpg",53,27,31,19,589,"R2L",",1733 Parsonage Rd,"
"2023-05-21 21:11:24",31.68,"mph","media/images/speed-20230520-2319/speed-32-20230521-2111249.jpg",75,32,27,16,432,"R2L",",1733 Parsonage Rd,"
"2023-05-21 21:11:28",31.89,"mph","media/images/speed-20230520-2319/speed-32-20230521-2111280.jpg",59,27,25,20,500,"R2L",",1733 Parsonage Rd,"
"2023-05-21 21:26:47",35.19,"mph","media/images/speed-20230520-2319/speed-35-20230521-2126476.jpg",97,27,22,19,418,"L2R",",1733 Parsonage Rd,"
"2023-05-21 21:36:07",23.87,"mph","media/images/speed-20230520-2319/speed-24-20230521-2136079.jpg",32,34,33,11,363,"R2L",",1733 Parsonage Rd,"
"2023-05-21 21:36:52",29.38,"mph","media/images/speed-20230520-2319/speed-29-20230521-2136527.jpg",38,29,23,21,483,"R2L",",1733 Parsonage Rd,"
"2023-05-21 21:41:28",33.65,"mph","media/images/speed-20230520-2319/speed-34-20230521-2141281.jpg",24,28,36,22,792,"R2L",",1733 Parsonage Rd,"
"2023-05-21 22:10:06",33.22,"mph","media/images/speed-20230520-2319/speed-33-20230521-2210060.jpg",40,26,41,21,861,"L2R",",1733 Parsonage Rd,"
"2023-05-21 22:18:21",32.18,"mph","media/images/speed-20230520-2319/speed-32-20230521-2218219.jpg",31,27,36,22,792,"R2L",",1733 Parsonage Rd,"
"2023-05-21 22:20:22",34.14,"mph","media/images/speed-20230520-2319/speed-34-20230521-2220221.jpg",24,29,33,21,693,"R2L",",1733 Parsonage Rd,"
"2023-05-21 22:23:35",25.84,"mph","media/images/speed-20230520-2319/speed-26-20230521-2223356.jpg",83,28,34,17,578,"L2R",",1733 Parsonage Rd,"
"2023-05-21 22:24:48",23.90,"mph","media/images/speed-20230520-2319/speed-24-20230521-2224480.jpg",34,26,34,22,748,"R2L",",1733 Parsonage Rd,"
"2023-05-21 22:25:55",32.06,"mph","media/images/speed-20230520-2319/speed-32-20230521-2225556.jpg",35,31,27,17,459,"R2L",",1733 Parsonage Rd,"
"2023-05-21 22:36:35",21.95,"mph","media/images/speed-20230520-2319/speed-22-20230521-2236354.jpg",50,29,35,19,665,"R2L",",1733 Parsonage Rd,"
"2023-05-21 22:36:44",23.04,"mph","media/images/speed-20230520-2319/speed-23-20230521-2236449.jpg",30,25,45,22,990,"L2R",",1733 Parsonage Rd,"
"2023-05-21 22:52:39",33.65,"mph","media/images/speed-20230520-2319/speed-34-20230521-2252395.jpg",20,34,28,16,448,"R2L",",1733 Parsonage Rd,"
"2023-05-21 22:54:51",41.43,"mph","media/images/speed-20230520-2319/speed-41-20230521-2254511.jpg",76,27,31,18,558,"L2R",",1733 Parsonage Rd,"
"2023-05-21 23:10:38",26.11,"mph","media/images/speed-20230520-2319/speed-26-20230521-2310387.jpg",79,25,32,20,640,"L2R",",1733 Parsonage Rd,"
"2023-05-21 23:15:23",28.79,"mph","media/images/speed-20230520-2319/speed-29-20230521-2315238.jpg",40,22,40,24,960,"L2R",",1733 Parsonage Rd,"
"2023-05-21 23:18:24",32.24,"mph","media/images/speed-20230520-2319/speed-32-20230521-2318242.jpg",90,26,26,20,520,"L2R",",1733 Parsonage Rd,"
"2023-05-21 23:57:00",26.09,"mph","media/images/speed-20230520-2319/speed-26-20230521-2357005.jpg",45,25,32,21,672,"R2L",",1733 Parsonage Rd,"
"2023-05-22 00:26:12",34.19,"mph","media/images/speed-20230520-2319/speed-34-20230522-0026126.jpg",29,28,33,21,693,"R2L",",1733 Parsonage Rd,"
"2023-05-22 00:34:46",33.96,"mph","media/images/speed-20230520-2319/speed-34-20230522-0034462.jpg",48,25,22,21,462,"L2R",",1733 Parsonage Rd,"
"2023-05-22 00:46:22",29.02,"mph","media/images/speed-20230520-2319/speed-29-20230522-0046228.jpg",40,25,31,20,620,"R2L",",1733 Parsonage Rd,"
"2023-05-22 00:48:00",25.69,"mph","media/images/speed-20230520-2319/speed-26-20230522-0048008.jpg",50,27,26,19,494,"R2L",",1733 Parsonage Rd,"
"2023-05-22 00:48:02",28.48,"mph","media/images/speed-20230520-2319/speed-28-20230522-0048026.jpg",47,30,29,17,493,"R2L",",1733 Parsonage Rd,"
"2023-05-22 00:48:05",28.00,"mph","media/images/speed-20230520-2319/speed-28-20230522-0048053.jpg",47,28,24,17,408,"R2L",",1733 Parsonage Rd,"
"2023-05-22 00:53:13",25.66,"mph","media/images/speed-20230520-2319/speed-26-20230522-0053139.jpg",48,24,27,19,513,"R2L",",1733 Parsonage Rd,"
"2023-05-22 01:09:14",30.78,"mph","media/images/speed-20230520-2319/speed-31-20230522-0109149.jpg",36,27,32,20,640,"R2L",",1733 Parsonage Rd,"
"2023-05-22 01:12:27",33.22,"mph","media/images/speed-20230520-2319/speed-33-20230522-0112279.jpg",27,28,29,18,522,"R2L",",1733 Parsonage Rd,"
"2023-05-22 01:19:46",20.55,"mph","media/images/speed-20230520-2319/speed-21-20230522-0119462.jpg",71,23,46,19,874,"L2R",",1733 Parsonage Rd,"
"2023-05-22 18:32:41",28.42,"mph","media/images/speed-20230520-2319/speed-28-20230522-1832418.jpg",43,21,29,20,580,"R2L",",1733 Parsonage Rd,"
"2023-05-22 18:33:40",30.36,"mph","media/images/speed-20230520-2319/speed-30-20230522-1833409.jpg",38,22,27,18,486,"R2L",",1733 Parsonage Rd,"
"2023-05-22 18:49:09",23.35,"mph","media/images/speed-20230520-2319/speed-23-20230522-1849096.jpg",50,18,32,22,704,"R2L",",1733 Parsonage Rd,"
"2023-05-22 18:51:12",36.46,"mph","media/images/speed-20230520-2319/speed-36-20230522-1851124.jpg",101,22,29,15,435,"L2R",",1733 Parsonage Rd,"
"2023-05-22 19:59:53",27.07,"mph","media/images/speed-20230520-2319/speed-27-20230522-1959532.jpg",47,22,29,18,522,"R2L",",1733 Parsonage Rd,"
"2023-05-22 20:20:28",36.58,"mph","media/images/speed-20230520-2319/speed-37-20230522-2020280.jpg",35,22,26,19,494,"R2L",",1733 Parsonage Rd,"
"2023-05-22 20:23:35",23.35,"mph","media/images/speed-20230520-2319/speed-23-20230522-2023355.jpg",23,26,25,14,350,"R2L",",1733 Parsonage Rd,"
"2023-05-22 20:26:57",22.41,"mph","media/images/speed-20230520-2319/speed-22-20230522-2026574.jpg",84,17,46,22,1012,"L2R",",1733 Parsonage Rd,"
"2023-05-23 06:54:09",33.20,"mph","media/images/speed-20230520-2319/speed-33-20230523-0654092.jpg",66,18,23,18,414,"L2R",",1733 Parsonage Rd,"
"2023-05-23 06:56:23",25.89,"mph","media/images/speed-20230520-2319/speed-26-20230523-0656238.jpg",51,18,27,18,486,"L2R",",1733 Parsonage Rd,"
"2023-05-23 06:56:50",41.42,"mph","media/images/speed-20230520-2319/speed-41-20230523-0656509.jpg",55,0,53,50,2650,"R2L",",1733 Parsonage Rd,"
"2023-05-23 06:56:56",40.30,"mph","media/images/speed-20230520-2319/speed-40-20230523-0656560.jpg",54,0,53,50,2650,"L2R",",1733 Parsonage Rd,"
"2023-05-23 07:02:57",26.57,"mph","media/images/speed-20230520-2319/speed-27-20230523-0702576.jpg",71,30,27,20,540,"R2L",",1733 Parsonage Rd,"
"2023-05-23 07:03:02",28.98,"mph","media/images/speed-20230520-2319/speed-29-20230523-0703021.jpg",37,22,34,28,952,"R2L",",1733 Parsonage Rd,"
"2023-05-23 07:08:37",42.93,"mph","media/images/speed-20230520-2319/speed-43-20230523-0708378.jpg",73,31,29,19,551,"L2R",",1733 Parsonage Rd,"
"2023-05-23 07:19:33",40.44,"mph","media/images/speed-20230520-2319/speed-40-20230523-0719331.jpg",71,31,25,19,475,"L2R",",1733 Parsonage Rd,"
"2023-05-23 07:34:26",29.08,"mph","media/images/speed-20230520-2319/speed-29-20230523-0734267.jpg",72,32,21,18,378,"R2L",",1733 Parsonage Rd,"
"2023-05-23 07:54:46",28.02,"mph","media/images/speed-20230520-2319/speed-28-20230523-0754462.jpg",79,25,29,25,725,"L2R",",1733 Parsonage Rd,"
"2023-05-23 08:16:11",20.59,"mph","media/images/speed-20230520-2319/speed-21-20230523-0816117.jpg",69,17,29,33,957,"R2L",",1733 Parsonage Rd,"
"2023-05-23 08:16:13",20.53,"mph","media/images/speed-20230520-2319/speed-21-20230523-0816133.jpg",26,20,12,30,360,"R2L",",1733 Parsonage Rd,"
"2023-05-23 08:21:50",15.91,"mph","media/images/speed-20230520-2319/speed-16-20230523-0821507.jpg",50,28,29,22,638,"L2R",",1733 Parsonage Rd,"
"2023-05-23 08:25:26",31.25,"mph","media/images/speed-20230520-2319/speed-31-20230523-0825261.jpg",99,32,28,18,504,"L2R",",1733 Parsonage Rd,"
"2023-05-23 08:31:28",32.60,"mph","media/images/speed-20230520-2319/speed-33-20230523-0831288.jpg",66,20,42,30,1260,"L2R",",1733 Parsonage Rd,"
"2023-05-23 08:34:01",36.42,"mph","media/images/speed-20230520-2319/speed-36-20230523-0834018.jpg",73,31,32,19,608,"L2R",",1733 Parsonage Rd,"
"2023-05-23 08:53:48",39.76,"mph","media/images/speed-20230520-2319/speed-40-20230523-0853485.jpg",112,32,23,18,414,"L2R",",1733 Parsonage Rd,"
"2023-05-23 08:56:00",39.85,"mph","media/images/speed-20230520-2319/speed-40-20230523-0856009.jpg",63,29,29,21,609,"L2R",",1733 Parsonage Rd,"
"2023-05-23 08:58:26",31.93,"mph","media/images/speed-20230520-2319/speed-32-20230523-0858267.jpg",87,33,24,17,408,"L2R",",1733 Parsonage Rd,"
"2023-05-23 09:03:01",28.56,"mph","media/images/speed-20230520-2319/speed-29-20230523-0903016.jpg",48,26,39,24,936,"L2R",",1733 Parsonage Rd,"
"2023-05-23 09:06:29",27.97,"mph","media/images/speed-20230520-2319/speed-28-20230523-0906290.jpg",39,32,32,18,576,"R2L",",1733 Parsonage Rd,"
"2023-05-23 09:07:41",32.76,"mph","media/images/speed-20230520-2319/speed-33-20230523-0907410.jpg",68,29,28,21,588,"L2R",",1733 Parsonage Rd,"
"2023-05-23 09:09:41",29.61,"mph","media/images/speed-20230520-2319/speed-30-20230523-0909414.jpg",72,35,31,15,465,"R2L",",1733 Parsonage Rd,"
"2023-05-23 09:22:45",31.40,"mph","media/images/speed-20230520-2319/speed-31-20230523-0922457.jpg",63,33,23,17,391,"L2R",",1733 Parsonage Rd,"
"2023-05-23 09:23:03",26.52,"mph","media/images/speed-20230520-2319/speed-27-20230523-0923038.jpg",56,31,25,19,475,"L2R",",1733 Parsonage Rd,"
"2023-05-23 09:47:05",25.82,"mph","media/images/speed-20230520-2319/speed-26-20230523-0947052.jpg",50,33,31,17,527,"R2L",",1733 Parsonage Rd,"
"2023-05-23 09:50:34",38.74,"mph","media/images/speed-20230520-2319/speed-39-20230523-0950342.jpg",59,30,27,20,540,"L2R",",1733 Parsonage Rd,"
"2023-05-23 09:55:26",26.59,"mph","media/images/speed-20230520-2319/speed-27-20230523-0955264.jpg",48,29,26,21,546,"R2L",",1733 Parsonage Rd,"
"2023-05-23 10:00:37",33.15,"mph","media/images/speed-20230520-2319/speed-33-20230523-1000377.jpg",91,36,35,14,490,"L2R",",1733 Parsonage Rd,"
"2023-05-23 10:00:47",32.25,"mph","media/images/speed-20230520-2319/speed-32-20230523-1000472.jpg",29,28,50,22,1100,"R2L",",1733 Parsonage Rd,"
"2023-05-23 10:07:28",28.93,"mph","media/images/speed-20230520-2319/speed-29-20230523-1007289.jpg",55,30,27,20,540,"L2R",",1733 Parsonage Rd,"
"2023-05-23 10:11:19",29.88,"mph","media/images/speed-20230520-2319/speed-30-20230523-1011194.jpg",38,33,33,17,561,"R2L",",1733 Parsonage Rd,"
"2023-05-23 10:13:06",30.23,"mph","media/images/speed-20230520-2319/speed-30-20230523-1013068.jpg",64,31,27,19,513,"L2R",",1733 Parsonage Rd,"
"2023-05-23 10:13:56",36.52,"mph","media/images/speed-20230520-2319/speed-37-20230523-1013568.jpg",75,35,28,15,420,"L2R",",1733 Parsonage Rd,"
"2023-05-23 10:14:32",30.88,"mph","media/images/speed-20230520-2319/speed-31-20230523-1014329.jpg",28,30,36,20,720,"R2L",",1733 Parsonage Rd,"
"2023-05-23 10:16:27",33.20,"mph","media/images/speed-20230520-2319/speed-33-20230523-1016270.jpg",98,27,35,23,805,"R2L",",1733 Parsonage Rd,"
"2023-05-23 10:16:28",30.28,"mph","media/images/speed-20230520-2319/speed-30-20230523-1016283.jpg",60,31,25,19,475,"R2L",",1733 Parsonage Rd,"
"2023-05-23 10:20:24",31.26,"mph","media/images/speed-20230520-2319/speed-31-20230523-1020240.jpg",65,31,21,19,399,"R2L",",1733 Parsonage Rd,"
